phone,customer_id
212743656,9529
213222830,7499
215356584,6687
216763967,10646
217043605,626
217116695,2807
218970766,4464
219642003,24
221153308,9439
221900363,6558
221925238,3549
222884249,2808
225113310,217
225470904,9808
225585839,439
226655185,1291
226801384,190
227163990,6175
227183759,3229
228650328,10052
228879700,1696
229113230,7329
230515617,8937
230721681,9090
230746342,9511
231033456,8347
231054515,2860
231098539,3648
231209412,646
231489728,5276
231780687,6938
232506270,884
236378001,7798
237350300,7367
237501063,6338
237834287,5818
238473978,589
240303937,10812
240398999,7976
240524880,4344
241288098,6767
242068755,4758
242844564,3955
244607427,3768
245562378,10749
246058726,4995
246917452,3669
246993746,4226
247325653,10129
247404222,10142
247727046,759
248589320,2074
249423621,4047
250832162,4522
250930249,5898
251433449,6803
254173459,3397
254552504,8629
255689138,6587
257477866,7574
258621355,488
258783487,8875
260663601,3474
261891333,6605
262043806,5857
262730292,9539
264287477,5700
264676945,10277
265279198,390
265442984,4908
268432315,4956
269209471,7951
272087617,2760
272119350,8439
272407515,7150
273611667,2843
274383743,4843
275041247,5782
275104874,749
275219878,3863
276085366,8564
276279145,10554
276660349,943
276946017,8026
277027399,1394
277355836,9304
277574511,3239
277992083,9445
278569066,5758
279295855,8317
279418220,10745
281038363,7040
282390499,3610
282830314,1859
283629925,5585
284457877,4591
286312188,1906
288857274,1047
291647125,7499
292407569,9021
292920028,486
296486144,8041
296573571,5762
300568138,3892
300644306,2124
301629555,6271
301893458,6249
302750522,4688
304279972,9920
305057626,1601
305344780,8797
305401071,8130
305413063,5765
306085989,5774
306807454,7035
308209883,559
308551525,4019
309467182,8017
309625148,5518
311766551,5002
313250224,9552
314822971,8883
314883709,945
315865367,7127
316635970,5704
317471849,7202
317756847,724
317854898,4279
321063539,10951
323640044,5515
324403461,1970
325291398,1835
326389391,1913
327057143,7337
328421404,5863
328468481,3391
329390608,9417
330277294,9243
330365406,8823
330561593,6562
331239412,8087
332701664,6787
332719973,9654
333021615,8611
335197585,3237
336095606,1556
337392644,759
338722229,7617
340484489,10281
341363387,6700
341861813,2078
341968634,10061
342006329,3219
342666324,4764
342810251,11
343024084,69
347322208,6192
348167508,1762
348341233,3839
350469799,6033
352001826,9869
352117590,6273
353163500,10724
354441069,3857
354787218,2819
355276077,8285
355336424,10406
355370793,4729
356474474,2391
358282619,4426
358449896,8449
359221850,6569
359776009,10164
362410561,5350
362723032,1647
364231707,7998
365771575,8530
365825308,6440
365978584,9900
367642649,9605
368560063,1878
370687544,5639
372500099,9020
372510918,6520
373869556,2778
374499760,3575
374930952,10703
375394563,1516
375962767,1790
376407876,2265
376512218,8967
378238524,1374
379181422,4980
379470946,33
381479581,1761
381531072,10938
382721321,3324
383276045,10738
383817110,4799
384242598,641
386211538,6426
386461732,7723
386702374,6045
387658716,6792
388933796,2687
391095711,8277
391548915,2037
392086261,5846
394984889,8595
395149193,41
395503083,4290
396065618,9104
396181587,5336
398271055,7696
398592871,3508
399549985,250
402179393,1151
402593693,7555
403161238,5457
403178715,6775
403522465,9683
404110226,2560
405513958,5805
406064987,1069
406836701,1142
410876054,6185
411147128,1984
411722018,5783
412429420,5746
414550264,6438
417350682,3012
417506273,7039
418672027,4231
419553499,10496
419744156,1064
423030653,3670
424268937,3342
424333547,10230
426129824,5607
426696174,5379
426868251,7680
427619878,94
428290568,2094
428308161,9809
431129232,9608
431478015,3716
431504566,10271
432176415,3723
433667547,2814
433857615,1769
436355314,4378
437014954,6072
437402706,9193
437701683,160
441744352,8899
444456544,3664
446931215,2878
447219125,1706
447589364,7936
448715722,2875
449115386,9663
449953100,2185
452426623,5299
453020222,7859
453512117,180
453915309,3490
454076427,1853
454093255,457
455337717,5671
455395362,5582
455779267,5264
457849570,4507
458002827,7118
458559511,7979
461858639,2775
462480860,10429
462764376,5109
463509235,8794
464267564,1272
465089881,4329
466463388,8791
466482140,10314
466839829,3131
467000623,6635
468464921,1003
469242756,2680
469491199,3628
469865536,1198
470796481,7396
471795109,8953
474579771,8352
475019765,2024
475089076,8432
475134040,7095
476650993,2638
476867441,4476
476928061,6414
478616430,5764
479073682,6990
480609645,397
481348782,1546
481416280,1748
481647668,7254
481826524,8044
481828689,1223
481902658,10097
482025755,3360
482672815,616
483131701,5085
483455756,5701
484503708,4636
484541252,1342
484802425,9058
485301458,3115
486043895,1180
487077298,3928
487669801,10424
488587660,10104
489149614,10237
490186455,10396
490252944,1356
490313262,8472
492966530,8464
493710047,1784
496292462,6010
498062796,10699
498266988,5327
498675172,10865
499582242,6719
499743327,1063
500551189,9563
503533655,780
503696034,1660
504645447,9729
505443362,7385
506136907,10375
506698676,1587
507777485,7037
507922866,8831
508159149,9196
508553594,5404
508615361,6870
510050951,3927
511577949,1703
511927213,3753
513463101,5629
514208188,5557
515165071,6126
515670468,7920
516558714,10582
518007117,7291
518363246,10541
519004394,784
520025224,10534
520330591,8050
520384543,4365
521095995,5340
525049356,7533
528291983,7214
528592451,4007
528889054,646
529577092,10845
529618839,6751
530245962,6473
531063998,8357
531865275,1552
532243716,6878
534078220,2892
534343637,1018
534499684,4064
535039050,4712
535108890,114
535466587,2430
535800585,9577
537089159,1406
543705002,383
544316285,8770
544988916,9375
545468648,5371
545959620,5421
546800166,3745
547323072,7104
548169092,3944
549142568,9778
550538680,3546
550555137,523
551129061,8951
553212052,5640
553367111,8257
553639994,5219
553722127,6428
554146709,6956
555049411,5955
555082814,4890
555600466,6415
556017690,8582
556446755,4656
556571176,3127
557391445,8528
557512930,4281
559608473,5713
561041758,6926
561781598,7698
563064371,10571
564369164,2191
564607771,9810
566228238,9892
570635592,4571
570888294,3141
573920604,5764
574361542,2595
576141317,10679
576713075,8389
576736575,8117
578334978,10783
579302245,5620
579898855,3833
580031001,1027
581207506,10036
581565284,3830
583348221,1458
584425135,10845
585101614,1087
585768914,3793
585773434,8232
586538991,871
588129594,1186
588432246,7555
588439384,4461
589648298,3448
590909572,713
590943809,7301
591496280,6531
592599751,7072
592693500,7169
592854897,6589
593428384,865
594013464,1346
594910771,8596
595519342,2216
595755830,9153
599080494,5406
600213047,7921
602138416,9044
603680152,10960
604152873,6571
604339715,3723
605137093,6163
605880674,8285
606557766,8139
607523456,2017
609864709,6774
610590402,6906
610748269,1897
612472538,1317
612543797,9584
612903595,9397
613710444,83
614172925,6255
615249834,551
616590792,3125
617349356,9589
618195941,5682
619796686,7481
620155235,381
620464291,10256
621903236,8663
622604558,8825
622755627,933
622926131,1656
624562446,10174
624621248,2328
625010966,887
625337233,1233
625776667,6071
626185765,5368
626642492,4326
627828829,4534
628999126,1094
629798199,4924
630454540,3625
630545224,7092
631097985,7949
631482488,9730
631800296,3004
632722962,1300
634771655,10453
634890610,6978
635051997,1469
635382352,3809
636044795,10837
636839141,8876
637118887,4763
637832329,6708
637887642,5129
638216159,6199
638763250,5828
638951621,7397
639199313,2854
640456638,7434
642690573,10021
643602398,2012
644040464,9661
645247932,10186
645533882,3966
645756363,5948
646222943,9523
647556611,1993
648009060,799
649704148,1556
649711713,10163
651476559,2626
652858536,2489
654569231,8781
654911957,4322
656334227,3894
657279656,883
657378284,6716
657752816,2552
659127948,3714
659917020,10063
660602891,7687
661126326,2937
661169873,4563
661676592,10834
664489622,5051
665816673,631
665918293,2837
667260172,7253
668049918,4462
668059018,3737
668294195,2710
668704645,5186
669655298,2469
670171636,4466
672067108,7498
672542152,7259
673884667,2365
676569412,3914
678940764,10687
679072719,1373
680677406,2387
681151968,4887
682315768,5248
683806906,7562
684505604,9911
687416182,92
687892354,4425
688081595,5857
688883611,8580
689391933,4403
691808775,10152
691902110,4473
692187221,10815
693608518,1352
694350859,10679
694384508,9071
695374022,1760
695959873,3581
696128512,6500
696293799,7428
696331364,5071
697158230,7265
698589180,7824
698651366,8278
699069969,3199
700026981,8964
700850654,307
702033877,453
703060210,7933
704236292,5402
705446921,10494
707147310,1648
707509797,6763
707553043,4896
709412591,6244
709583211,6712
710348951,9041
710508850,3612
710760375,2241
711637621,9955
711829233,10831
712467970,9374
713434434,4937
713700234,6009
714749455,10048
716562784,7407
716888364,9342
716916697,9818
718552881,8215
718982694,5511
718992162,7489
719334498,2581
721772621,5719
722039558,6919
723864997,2680
724121579,1231
726733242,2812
727067643,6105
727698343,8406
728608211,3791
730505546,8850
730627593,7081
730908428,7291
731144715,7985
731615036,194
731990257,1490
732119698,5621
732264084,5514
732709888,10353
734182623,1260
734526821,3932
734621223,7849
735717935,3801
736147445,2973
736324538,8066
736619226,7247
737121944,10930
737267876,3149
737863979,5870
738394409,8350
740225774,1364
740562149,1416
741466585,1171
741798266,2831
741989356,4781
742045472,2617
743411679,5015
743841991,951
745250090,9238
747425262,8300
747575222,8078
751161706,9205
751284088,2519
751861424,9625
751936159,8890
752278966,10313
752700361,1411
753827998,2556
754464629,10276
754760870,2205
754807737,4200
755255959,9176
755814344,3018
756214556,1066
756386305,1950
756480875,9809
757443163,9494
760435308,3320
760865299,8781
761287009,8990
761337184,6574
761775729,10659
762450216,3630
763264763,4630
764780952,1837
764904987,8232
765292683,1950
766821408,300
767290757,6094
770284097,10288
771124656,8689
771267199,1977
771968949,6433
772293072,10312
773135656,3119
774144649,519
775690420,7559
777001628,9128
777199806,8521
777407408,6773
779042606,9961
780080967,4657
781327284,10148
782167255,10921
782395814,2254
783999555,10503
785045768,3688
788041999,4265
789069753,4967
789376031,10584
789443492,9663
789603540,2210
790371090,3562
792300393,985
792328277,3030
792377078,6488
792674082,2749
792725037,927
793096867,10066
793366572,9013
793471562,3746
793746570,7633
794065248,5847
795095915,4858
795515044,1852
796417601,8
796818192,3424
797244074,8705
797881292,9053
798847107,6753
798848084,6655
799031748,8651
800016714,212
800612602,4679
801151953,6113
802205851,10110
803080244,5515
803422164,385
803462605,1987
804575772,732
805386094,5216
806014831,10715
806369349,2951
806777120,2098
807104299,7965
807709544,7877
807970890,2683
809932109,9740
810299972,8578
810641547,974
810694966,3364
811773988,3044
812863350,10397
813058271,2684
813090672,2369
813434579,986
813541171,5135
813655829,1059
814210458,1186
815847764,1358
816104065,7815
816235402,10526
819819239,5467
820640771,3752
820933808,9031
822406715,4875
824606579,4049
824641023,3393
825029087,8296
826469621,6535
827328816,1197
829274222,3335
831864166,5138
832482460,2278
833902780,2856
834137911,562
834643912,1565
836412912,2074
837380061,2642
837643508,10505
839938364,1021
840325372,2906
842664377,6667
842951447,2047
842971557,3563
844201793,782
844775619,10378
844863219,675
845647965,8375
846606552,9980
846813428,6444
847115399,3692
848805111,3836
848948837,9875
849330218,3374
855005233,10796
855668873,2012
856193804,10720
857517402,9511
857982621,2683
859175791,1170
862107034,5493
862477696,1851
863671058,7369
863889703,10428
866005061,5350
866373324,10634
867159481,5441
867215671,4586
869221486,8451
870092612,7443
871190131,6779
871468204,9273
872301328,10373
872562965,6554
873771779,5949
876077860,3034
878188152,2763
879732909,2904
880097455,10482
880576942,9922
880577934,10316
880641302,4141
881131045,1192
882146916,1568
883549462,6751
885653561,7746
886518076,1696
886644282,2817
886722182,1699
887417416,5143
887765491,7692
888654124,1856
889543599,6407
891887993,9974
894198458,8633
894732029,10440
895627967,3525
895991356,7156
898005052,3315
902353981,4503
903161809,958
903469134,9867
903800490,5155
906230379,5539
908719709,10102
908818628,10617
909253982,4706
910840906,5351
911364259,8067
913095180,5022
913387102,8195
913570649,644
913753749,10436
915301725,2854
915428624,3767
915639548,7360
916503381,517
917244642,10941
918243165,6011
918398775,3940
918905002,6713
919669681,1884
922153356,9495
923551630,2772
925975385,10343
926069300,5996
926071176,511
926450892,8469
927809454,2145
929097087,7302
931074346,1001
931415568,3164
931953432,8011
932054539,10448
932549873,2129
936134605,2019
936393949,8014
936490793,5341
936939350,137
937531111,10383
938516994,4704
938770993,4636
939034028,2831
939671223,7162
940417084,8376
942325889,4689
942701705,760
943400446,1213
944192075,9602
944457207,4763
944585144,6178
944887116,3727
944958518,6792
945182200,7182
945641513,7252
946705317,7533
947235356,3521
948217943,7726
948283451,10005
949142197,2714
951494701,10565
952569487,1310
955358130,10076
955426478,9570
955484782,6775
956537092,8497
956652906,2154
957407801,2228
958102082,9330
958389737,6550
958482763,918
959254314,2884
960202431,2468
961926237,8789
962809640,4050
963366004,9877
964259561,9650
965025609,5106
965131263,5886
966638281,6114
967177999,3386
969562986,8985
970093629,604
970961402,6500
972888918,9904
975388503,10550
975689581,10073
976105549,9728
976787330,4263
979923702,90
980238718,7699
981234343,1970
981904593,2159
982273348,7312
983448781,4222
984392625,9188
984878543,4941
985387173,3708
985699016,1993
986334823,7828
987108660,6416
987322821,10653
987828480,1573
988828507,2591
989449556,4521
989929723,3898
990119205,4654
990247890,7074
991426500,6230
992052162,3543
994327299,6376
994947228,144
995110004,4181
996868384,61
996973991,2
997173390,1382
997370157,1236
998154921,1602
998816936,10369
999079701,5341
999769549,4308
1001872816,3634
1002335309,5039
1002561663,9748
1003009829,10982
1003358386,5571
1006092609,8626
1006645472,8716
1006778518,3914
1008251394,9090
1008632415,5163
1009393583,2334
1012673916,2147
1013299503,6842
1015054189,2535
1018332189,8166
1018620146,4153
1019185141,580
1019646887,7996
1019654711,1581
1020797112,8932
1021063877,160
1021789596,182
1021815173,8386
1022379748,8294
1023362228,3954
1024096976,7646
1025743508,9010
1026346627,5718
1026977856,10365
1027873502,1388
1028032054,9660
1028666180,8595
1029148638,1356
1029535586,176
1030076458,1512
1031289435,2458
1031804106,2953
1033109474,1243
1033521950,9853
1033760815,71
1034270182,5091
1034277899,8987
1035666583,2961
1036797822,7431
1039102239,1929
1040783965,5955
1040971918,1984
1042148090,1969
1042484659,6086
1042746893,7005
1043189967,3253
1044284635,2231
1044300342,2530
1046392978,7362
1046660041,2600
1048573269,4842
1049088970,3592
1049399031,10862
1051862909,6619
1053555787,8506
1055219410,3312
1055758285,4254
1056181057,9805
1056566273,4703
1056726140,9186
1057548382,2562
1058642147,8945
1062459162,8779
1064258765,10436
1066764633,5684
1067082516,9700
1067937313,5381
1068023673,8711
1069035401,4539
1069796370,6382
1070798321,296
1073266270,7060
1073385035,4585
1074514222,6143
1074985908,3257
1074986431,3246
1076480475,8515
1076591044,4049
1077887813,4708
1078206659,8011
1078925427,9966
1079267351,790
1079665054,751
1081808084,1582
1084193980,3262
1085770599,5837
1086147096,1363
1086697984,6896
1089304899,5764
1091220091,2064
1091837532,6494
1092726797,1745
1094535492,10833
1095730301,8282
1096541530,8431
1098044066,9178
1098733118,7743
1099663951,1352
1099903659,9617
1101672406,4810
1102204714,1971
1102420611,10426
1104070673,7482
1104083427,1658
1104256953,10481
1104713830,10457
1104811992,3078
1105583054,454
1106003752,5427
1106475608,2359
1106608578,4152
1107046390,7985
1108251887,138
1110424544,8246
1110467781,7666
1112425095,8007
1114379383,10632
1115514084,5150
1115843949,6751
1116232324,9860
1116320215,631
1117966498,5672
1119572891,7010
1121287371,2659
1121664930,1731
1122028048,4490
1122098581,5333
1124056002,8801
1125498166,1302
1125739016,6681
1125747872,5968
1127945497,1847
1128525186,6192
1130717068,5863
1131413752,5282
1131963800,10744
1132041445,10006
1133072059,6264
1133115152,3144
1133223265,4333
1136197047,7165
1136742823,7308
1137528490,3983
1138841656,3234
1140405530,9167
1141894007,7242
1143034993,4342
1144386742,3204
1147167731,4308
1147665266,6399
1147889215,970
1149153964,10840
1151236756,6095
1151901380,3491
1152642896,7539
1153640639,5532
1155126981,5390
1155504992,2431
1156274905,8427
1156446914,1848
1156610823,8897
1156718307,1626
1160749036,10121
1161081278,8485
1163407990,3708
1164758115,5858
1165045735,3256
1168731002,7975
1170813104,8884
1171500949,3374
1175709563,3254
1177462335,26
1178714704,9788
1178770117,10472
1178846092,2833
1179570886,89
1180865814,5066
1187689194,1894
1188943676,6365
1191206764,591
1192228456,7055
1192343944,6683
1193430319,4779
1196553712,3976
1197371121,9546
1198096569,8828
1199026266,2389
1199283720,1151
1200560128,4296
1201706970,7923
1201866603,6017
1202108268,5052
1202358210,3529
1203538420,5753
1204616376,8041
1204622314,3121
1206351476,1638
1206618991,9727
1208138082,3777
1208880639,10388
1209251776,1849
1211196359,1060
1213745925,3308
1214043349,4335
1214658770,9384
1217955492,5914
1218491544,2745
1220169468,2323
1220566413,817
1221596976,10634
1227823741,6047
1229764964,7563
1231933594,2599
1232478305,3048
1233668313,2746
1234122969,10847
1234405711,5315
1235446409,1655
1235952587,10902
1236119141,2870
1236617508,5715
1236917050,5559
1237833682,9430
1239097932,5846
1240080686,8579
1240138097,5894
1240735979,10152
1241365034,9583
1245909400,7817
1246496558,2470
1247741179,899
1247927763,7157
1247972146,6413
1248797539,8084
1248879068,9166
1248920048,7970
1249268921,6357
1249326217,3595
1249683623,10547
1251478145,911
1251769480,4735
1253484064,10961
1257688418,10046
1257702435,4714
1257852104,6349
1259349410,3658
1259499104,8140
1259506769,3549
1261505972,996
1262185474,10346
1262218158,869
1262347020,7900
1262660587,2866
1262972140,868
1263825633,4521
1265172649,10466
1265665738,5767
1266840583,7616
1267228428,3299
1268557023,3278
1269806890,2695
1270810798,554
1271143388,6699
1271830710,8044
1272933351,4315
1274343088,6857
1276021166,551
1277198108,9898
1278716351,1764
1280083453,1996
1280611340,6147
1280735144,7043
1281575327,6674
1281837247,4878
1284412872,1525
1284542233,1585
1285751642,3008
1286543392,748
1287198005,3913
1287626915,280
1289506803,8766
1290420405,8714
1290490657,841
1291455615,7379
1291514929,4345
1293068697,3579
1294768945,5417
1295157324,10846
1295997938,9775
1296792761,8102
1297439880,8428
1298175491,6358
1298529822,2761
1301593518,1075
1307131743,6842
1309521384,5300
1310349149,1532
1310454899,10625
1310821772,9570
1312132448,10325
1312694104,464
1313082190,3314
1313658053,6869
1315917772,40
1316086862,9561
1317150253,2648
1318148290,10311
1319760347,2149
1319837103,5470
1320318483,4337
1320766755,7060
1323572460,10890
1323651289,9773
1326038302,2909
1326140542,2078
1326169303,6054
1326775859,9624
1327310970,4159
1328442120,7440
1328650055,852
1329173053,6231
1329670953,3391
1330126352,10719
1332148411,1790
1332449969,8879
1332504419,2648
1333082303,10200
1334049555,2501
1334204540,3279
1336944155,10891
1338334315,5268
1338340700,8643
1338475256,8623
1338989775,6902
1339555287,3019
1340684240,2357
1341428372,1971
1341473882,5239
1343827751,9720
1346742740,185
1347843169,9625
1348150168,5392
1348237637,10397
1348465724,7485
1349060792,10198
1349116034,8504
1349320260,6372
1349449771,9917
1351049411,9794
1352028112,2688
1352858891,5132
1353523840,7500
1354318175,2291
1358584450,7434
1358836090,5264
1358937606,7949
1360541971,5149
1360797283,9600
1361226913,5436
1361597978,3861
1363903334,9025
1364060987,8064
1365534564,1987
1365684200,3350
1367723979,3625
1368212698,2501
1370332979,501
1371582714,4147
1371898243,7534
1373001254,7589
1373678432,377
1374857429,8911
1375598790,467
1376112586,4072
1376369227,2319
1376561884,6780
1377222909,6361
1377489543,2785
1379247894,331
1379619441,2835
1379702298,8177
1380247108,9521
1380972425,7337
1381505202,6445
1381790772,1143
1382198388,7442
1382441372,6730
1382571782,6019
1382634006,5267
1382636072,218
1386121582,4144
1386310229,1515
1386357143,5406
1386553869,5536
1386833673,7357
1387298552,10239
1388351770,10360
1389739577,6097
1390938417,4225
1391414993,3667
1392777601,9087
1392782477,10317
1392845797,7055
1393118698,6079
1394098067,10262
1394152370,2511
1394733159,10388
1395008380,5453
1396028898,8252
1396413046,8561
1397034050,8024
1398102912,10322
1398209530,9427
1402154525,2162
1402423388,8049
1402877822,2018
1402917899,2122
1403434577,6038
1404721313,10152
1405206332,7905
1405626073,5817
1405799181,10242
1407623651,4776
1408706905,6093
1409074241,1968
1410104259,6110
1410138842,9228
1410463731,7686
1410531218,9893
1411019406,3159
1416149223,10084
1416532079,4857
1416720041,10027
1419060798,4452
1419365278,1977
1419915090,3104
1421170469,1125
1421779861,9073
1421796551,7123
1422566662,3299
1422596099,8885
1422838444,7693
1422936757,8517
1423170223,7171
1424181830,2039
1424333137,10452
1424364435,6437
1425176300,2223
1425909740,4400
1426151577,4461
1426477248,7120
1427551158,714
1427591664,6210
1427917912,3484
1429269419,4935
1429837780,3353
1429943553,757
1432135850,4646
1432308005,10075
1434093921,2970
1434875652,1987
1436295201,7222
1436383412,8584
1437926257,9877
1438188269,1906
1438959823,520
1439485412,9603
1441294275,5930
1441647810,4837
1442727393,8173
1446007223,3606
1446320310,1459
1446883505,4245
1447620741,6509
1449486458,9153
1450679324,1733
1451068036,8496
1452358722,4068
1454389284,8255
1454734690,10821
1455670132,2039
1456493365,9331
1456799702,439
1457874901,10890
1458047202,10862
1459243981,10796
1459696631,4850
1460622725,2853
1461087232,236
1461338234,10931
1462176466,9139
1463139929,5489
1463220109,447
1463965308,10438
1464998447,8384
1465083532,8208
1466083108,8478
1467722428,7398
1468344076,7964
1469527300,9488
1470191803,6281
1470426194,1526
1470873531,3251
1472142352,2919
1472239073,9369
1472812090,10263
1473000606,10758
1473344751,4583
1476308364,2972
1476680381,4034
1477040502,7412
1477131567,5656
1477192253,10470
1479448223,2091
1481258801,9766
1482627737,10186
1483041311,2824
1483358997,3914
1483503909,5190
1484156898,9435
1487037632,4693
1487448826,8581
1493341756,10632
1493723666,8812
1494121629,1557
1496744301,2937
1497083645,2771
1497554934,7521
1498392882,1068
1498632979,6435
1499128198,1524
1500171582,1673
1500589029,7933
1500682730,5248
1500748530,2985
1501708737,8024
1501719405,6000
1502674779,6264
1502768104,2167
1503933137,2505
1504112993,7464
1504862938,1885
1505329508,5000
1506049494,8984
1508132562,401
1508292798,5720
1508962051,173
1509167095,7013
1510012817,5662
1510894418,4687
1511526466,9642
1512380018,2621
1515948382,3854
1516430461,214
1519161747,8631
1521545333,10069
1522305122,8915
1522864076,2485
1523340357,3888
1523883055,307
1524361558,7427
1525807992,3064
1525854416,400
1526301264,8925
1527878574,2644
1529594936,1835
1529888768,1904
1531645551,8005
1532584831,6956
1534600076,4466
1535120842,8002
1535810886,5006
1536443513,4226
1536657762,7663
1536929207,2391
1537918110,9217
1539064117,4871
1539988448,118
1540298545,1199
1542880472,3830
1543047062,336
1545326085,719
1545763883,10454
1546221236,5954
1546901750,6017
1549839626,9764
1554463896,3328
1556408820,3794
1557141983,5778
1558265824,515
1558459277,463
1560362284,4689
1560575593,5970
1561805756,3030
1563348834,2475
1565837690,7864
1566699112,3445
1569056085,5352
1569276348,6075
1570196982,9446
1572140067,6109
1573358911,8879
1574314452,4489
1574916216,6728
1574994032,9208
1576114678,4290
1576362804,10279
1576526240,7944
1576886098,9712
1577337508,869
1577754916,5608
1579197141,7644
1579830405,4923
1580406774,10502
1580440917,8718
1581250089,3188
1581266144,977
1584501702,9766
1584906292,3510
1585001299,7546
1585445397,4568
1586208024,10731
1588721014,4246
1589285478,2391
1589444793,10974
1591500040,10746
1591804604,9324
1592016799,8722
1592089056,8209
1592114789,3163
1592182204,5255
1592997984,482
1593819919,4435
1594090731,8252
1594110215,2713
1594758071,447
1594841123,9798
1597846582,5893
1597877050,7342
1601198357,7340
1601686856,3936
1601835806,7740
1602013985,10499
1602227266,3549
1602407519,7103
1602906261,5774
1603224936,183
1604645251,1186
1604948015,5135
1605208394,3530
1606609060,4489
1607050718,5219
1607173753,5710
1607210937,4792
1608110402,1405
1610241164,8335
1611155631,4093
1611829400,1837
1613948557,10662
1615167354,10803
1616332005,10103
1616350141,6449
1616366806,6787
1616914668,7896
1618822886,2388
1619381101,6551
1619387836,5334
1620143497,10948
1620587576,8830
1622395901,3882
1623890029,5861
1623890514,4993
1625910245,4417
1626411484,1584
1627728893,9469
1627742063,3996
1628018962,6914
1628503537,6610
1630032014,2262
1630427743,8279
1631119923,4175
1633362119,1032
1635903134,1690
1637487819,10373
1639417721,8447
1643407118,6394
1643730709,6808
1646447249,10509
1648289737,4157
1648369290,5594
1648913800,4636
1649335665,10955
1650779476,6284
1652230952,7857
1652586338,3371
1653003614,353
1653871495,7111
1656489523,9087
1656837072,9225
1656954160,8546
1658178888,9210
1658491713,2368
1658998028,346
1659620223,10691
1660046369,401
1661105262,8018
1662880101,3536
1663772292,10627
1663828161,7373
1664377728,4260
1666342165,5740
1666831971,5725
1668473729,6597
1669046405,5965
1669343262,3032
1670704156,4085
1671314613,4681
1672005167,9935
1673397549,6898
1674592256,8406
1675715129,9770
1677018017,4274
1677998693,1737
1678969111,1714
1680395827,8712
1682016159,10150
1682396756,3727
1682677171,8790
1683566035,9686
1684486175,4490
1685843048,10559
1686063367,6209
1686442202,2842
1686621561,2855
1687330058,3618
1688200765,10557
1689182230,8565
1690175696,10796
1690437912,2954
1693417629,7520
